1.017151,0.965149,1.085632,0.940979,1.144226,0.940979,2.404907,0.025085,2.761841,-3.524780,7.934570,-4.379272,33.920288,-4.379272,78.994751,-107.925415,        2.0994490385
3.366577,0.447876,1.163635,0.821960,2.736328,0.821960,2.522461,-0.084961,210.113525,-122.863770,3.738403,-53.054810,-29.296875,-53.054810,82.809448,-40.954590,        0.9367185831
3.596558,0.633362,1.761292,0.902710,3.191162,0.902710,2.814514,-0.060242,244.476318,-122.695923,-6.118774,-80.261230,-10.635376,-80.261230,136.932373,-48.614502,        0.9320504665
3.454651,0.609375,1.144958,0.958923,2.817078,0.958923,2.522461,-0.088989,199.920654,-114.471436,-21.118164,-71.044922,-16.967773,-71.044922,98.617554,-48.538208,        0.9857554436
3.902527,0.554993,1.321655,0.933105,2.682678,0.933105,2.267761,-0.159485,230.895996,-132.171631,0.686646,-71.777344,1.358032,-71.777344,71.563721,-24.566650,        0.9374015331
3.616150,0.294067,1.157593,0.818665,2.930420,0.818665,2.503967,-0.105286,158.813477,-134.536743,-3.799438,-81.130981,-3.067017,-81.130981,113.327026,-108.764648,        0.9524395466
3.730408,0.728577,1.180115,0.679504,2.890686,0.679504,2.799683,-0.042664,180.068970,-126.602173,-19.744873,-70.434570,-8.407593,-70.434570,89.233398,-66.375732,        0.9819769859
3.718689,-0.075806,1.208313,0.581726,2.778442,0.581726,1.964172,-0.019043,328.338623,-234.939575,12.237549,-67.047119,-20.935059,-67.047119,112.091064,-48.004150,        0.9411114454
3.813538,0.501160,1.185059,0.910400,3.070679,0.910400,3.009521,-0.059509,157.760620,-124.435425,-16.921997,-78.292847,26.275635,-78.292847,122.543335,-87.570190,        0.9380884171
3.744507,0.206177,1.159058,0.832031,2.619324,0.832031,2.616760,-0.129272,210.159302,-150.207520,-26.702881,-68.328857,-7.873535,-68.328857,88.943481,-100.479126,        0.9599491358
3.851074,0.425354,1.218018,0.860962,2.629395,0.860962,2.560547,-0.068848,225.387573,-151.000977,-20.065308,-66.574097,0.106812,-66.574097,90.209961,-53.588867,        0.9792048931
3.914246,0.125793,1.400024,0.978149,2.684143,0.978149,2.525391,-0.125244,177.291870,-158.996582,-22.796631,-85.083008,25.390625,-85.083008,102.096558,-35.461426,        0.9712049961
3.448792,0.262756,1.378418,0.870667,2.751892,0.870667,2.408936,-0.108215,295.257568,-185.684204,0.183105,-79.254150,22.857666,-79.254150,136.779785,-63.735962,        0.9414556026
3.975586,0.338745,1.445068,0.865356,2.473572,0.865356,2.420288,-0.003662,296.478271,-154.953003,-12.908936,-70.693970,-4.440308,-70.693970,146.392822,-106.048584,        0.9992959499
3.168823,0.324280,1.266357,0.816284,2.198364,0.816284,1.584778,-0.185120,103.576660,-164.489746,-22.674561,-69.580078,-6.484985,-69.580078,131.698608,-40.405273,        1.1359635592
